task_id,command_sent,change_index,state,timestamp,task_outputs,task_output_results,task_output_position,task_data
b52dfcff-986c-47a5-a7cd-4564ce071f6f,Navigate,1,PENDING,2026-03-11T09:35:19.091+01:00,"{""Position"": ""0"", ""Results"": ""NavigationComplete""}",NavigationComplete,0,"{""id"": ""b52dfcff-986c-47a5-a7cd-4564ce071f6f"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""NavigationComplete""}}"
b52dfcff-986c-47a5-a7cd-4564ce071f6f,Navigate,2,EXECUTE,2026-03-11T09:35:20.096+01:00,"{""Position"": ""0"", ""Results"": ""NavigationComplete""}",NavigationComplete,0,"{""id"": ""b52dfcff-986c-47a5-a7cd-4564ce071f6f"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""NavigationComplete""}}"
b52dfcff-986c-47a5-a7cd-4564ce071f6f,Navigate,3,COMPLETE,2026-03-11T09:35:21.101+01:00,"{""Position"": ""0"", ""Results"": ""NavigationComplete""}",NavigationComplete,0,"{""id"": ""b52dfcff-986c-47a5-a7cd-4564ce071f6f"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""NavigationComplete""}}"
a38fd5a6-fea4-42b6-a980-416046330fb4,SingleDeviceAction,1,PENDING,2026-03-11T09:35:21.210+01:00,"{""Position"": ""0"", ""Results"": ""p[0, 0, 0, 0, 0, 0]""}","p[0, 0, 0, 0, 0, 0]",0,"{""id"": ""a38fd5a6-fea4-42b6-a980-416046330fb4"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""p[0, 0, 0, 0, 0, 0]""}}"
a38fd5a6-fea4-42b6-a980-416046330fb4,SingleDeviceAction,2,EXECUTE,2026-03-11T09:35:22.216+01:00,"{""Position"": ""0"", ""Results"": ""p[0, 0, 0, 0, 0, 0]""}","p[0, 0, 0, 0, 0, 0]",0,"{""id"": ""a38fd5a6-fea4-42b6-a980-416046330fb4"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""p[0, 0, 0, 0, 0, 0]""}}"
a38fd5a6-fea4-42b6-a980-416046330fb4,SingleDeviceAction,3,COMPLETE,2026-03-11T09:35:23.243+01:00,"{""Position"": ""0"", ""Results"": ""p[0, 0, 0, 0, 0, 0]""}","p[0, 0, 0, 0, 0, 0]",0,"{""id"": ""a38fd5a6-fea4-42b6-a980-416046330fb4"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""p[0, 0, 0, 0, 0, 0]""}}"
13afaaad-bf33-4531-a41e-971dfcd68f1a,SingleTask,1,PENDING,2026-03-11T09:35:23.358+01:00,"{""Position"": ""0"", ""Results"": """"}",,0,"{""id"": ""13afaaad-bf33-4531-a41e-971dfcd68f1a"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}"
13afaaad-bf33-4531-a41e-971dfcd68f1a,SingleTask,2,EXECUTE,2026-03-11T09:35:24.362+01:00,"{""Position"": ""0"", ""Results"": """"}",,0,"{""id"": ""13afaaad-bf33-4531-a41e-971dfcd68f1a"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}"
13afaaad-bf33-4531-a41e-971dfcd68f1a,SingleTask,3,COMPLETE,2026-03-11T09:35:26.373+01:00,"{""Position"": ""0"", ""Results"": """"}",,0,"{""id"": ""13afaaad-bf33-4531-a41e-971dfcd68f1a"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}"
40d1221b-e81b-427d-821a-ea7ba837bddf,SingleTask,1,PENDING,2026-03-11T09:35:26.390+01:00,"{""Position"": ""0"", ""Results"": """"}",,0,"{""id"": ""40d1221b-e81b-427d-821a-ea7ba837bddf"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}"
40d1221b-e81b-427d-821a-ea7ba837bddf,SingleTask,2,EXECUTE,2026-03-11T09:35:27.396+01:00,"{""Position"": ""0"", ""Results"": """"}",,0,"{""id"": ""40d1221b-e81b-427d-821a-ea7ba837bddf"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}"
40d1221b-e81b-427d-821a-ea7ba837bddf,SingleTask,3,COMPLETE,2026-03-11T09:35:28.402+01:00,"{""Position"": ""0"", ""Results"": """"}",,0,"{""id"": ""40d1221b-e81b-427d-821a-ea7ba837bddf"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}"
434c8f0d-13bc-4adf-ad11-f6518b88e004,Charge,1,PENDING,2026-03-11T09:35:28.518+01:00,"{""Position"": ""0"", ""Results"": ""NavigationComplete""}",NavigationComplete,0,"{""id"": ""434c8f0d-13bc-4adf-ad11-f6518b88e004"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""NavigationComplete""}}"
434c8f0d-13bc-4adf-ad11-f6518b88e004,Charge,2,EXECUTE,2026-03-11T09:35:29.528+01:00,"{""Position"": ""0"", ""Results"": ""NavigationComplete""}",NavigationComplete,0,"{""id"": ""434c8f0d-13bc-4adf-ad11-f6518b88e004"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""NavigationComplete""}}"
434c8f0d-13bc-4adf-ad11-f6518b88e004,Charge,3,COMPLETE,2026-03-11T09:35:31.537+01:00,"{""Position"": ""0"", ""Results"": ""NavigationComplete""}",NavigationComplete,0,"{""id"": ""434c8f0d-13bc-4adf-ad11-f6518b88e004"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""NavigationComplete""}}"
69308d8b-ebb1-4a9c-9ae2-22836dfb2410,InspectRackAtStation,1,PENDING,2026-03-11T09:35:31.653+01:00,"{""Position"": ""0"", ""Results"": ""[1,2,3,4,5,6,7,8,9,10,11,12,30,31]""}","[1,2,3,4,5,6,7,8,9,10,11,12,30,31]",0,"{""id"": ""69308d8b-ebb1-4a9c-9ae2-22836dfb2410"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""[1,2,3,4,5,6,7,8,9,10,11,12,30,31]""}}"
69308d8b-ebb1-4a9c-9ae2-22836dfb2410,InspectRackAtStation,2,EXECUTE,2026-03-11T09:35:32.659+01:00,"{""Position"": ""0"", ""Results"": ""[1,2,3,4,5,6,7,8,9,10,11,12,30,31]""}","[1,2,3,4,5,6,7,8,9,10,11,12,30,31]",0,"{""id"": ""69308d8b-ebb1-4a9c-9ae2-22836dfb2410"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""[1,2,3,4,5,6,7,8,9,10,11,12,30,31]""}}"
69308d8b-ebb1-4a9c-9ae2-22836dfb2410,InspectRackAtStation,3,COMPLETE,2026-03-11T09:35:34.673+01:00,"{""Position"": ""0"", ""Results"": ""[1,2,3,4,5,6,7,8,9,10,11,12,30,31]""}","[1,2,3,4,5,6,7,8,9,10,11,12,30,31]",0,"{""id"": ""69308d8b-ebb1-4a9c-9ae2-22836dfb2410"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""[1,2,3,4,5,6,7,8,9,10,11,12,30,31]""}}"
ebe0d326-5d31-4553-bf5c-c597c1d15a3c,SingleTask,1,PENDING,2026-03-11T09:35:34.838+01:00,"{""Position"": ""0"", ""Results"": """"}",,0,"{""id"": ""ebe0d326-5d31-4553-bf5c-c597c1d15a3c"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}"
ebe0d326-5d31-4553-bf5c-c597c1d15a3c,SingleTask,2,EXECUTE,2026-03-11T09:35:35.843+01:00,"{""Position"": ""0"", ""Results"": """"}",,0,"{""id"": ""ebe0d326-5d31-4553-bf5c-c597c1d15a3c"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}"
ebe0d326-5d31-4553-bf5c-c597c1d15a3c,SingleTask,3,COMPLETE,2026-03-11T09:35:37.853+01:00,"{""Position"": ""0"", ""Results"": """"}",,0,"{""id"": ""ebe0d326-5d31-4553-bf5c-c597c1d15a3c"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}"
02f6ecc3-9793-49a6-b4e6-1277a4d31913,SingleTask,1,PENDING,2026-03-11T09:35:37.860+01:00,"{""Position"": ""0"", ""Results"": """"}",,0,"{""id"": ""02f6ecc3-9793-49a6-b4e6-1277a4d31913"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}"
02f6ecc3-9793-49a6-b4e6-1277a4d31913,SingleTask,2,EXECUTE,2026-03-11T09:35:38.870+01:00,"{""Position"": ""0"", ""Results"": """"}",,0,"{""id"": ""02f6ecc3-9793-49a6-b4e6-1277a4d31913"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}"
